index	word	Adaptation	Mitigation	Non-climate
4846	worksheet	0.1506972	0.59771234	0.25159046
4847	correspond	0.12173544	0.67254716	0.20571741
4848	supplementary	0.10294002	0.6951714	0.20188852
4849	entered	0.14799501	0.62601703	0.22598805
4850	dependant	0.14880657	0.6050518	0.24614163
4851	extends	0.14826934	0.61262375	0.2391069
4852	preclude	0.1316276	0.55051345	0.31785896
4853	apart	0.13715121	0.54793125	0.3149175
4854	noted	0.11441253	0.66707206	0.21851537
4855	configurations	0.14870997	0.61056626	0.24072376
4856	apportion	0.1552299	0.6147863	0.22998378
4857	appendix	0.1499634	0.6305568	0.21947974
4858	occupiers	0.15286078	0.61658823	0.23055105
4859	proofing	0.13775897	0.57495844	0.2872826
4860	apartment	0.14867176	0.61104053	0.24028775
4861	clause	0.15301256	0.60692114	0.2400663
4862	determining	0.10219356	0.61185557	0.28595093
4863	terraces	0.14955401	0.6122632	0.23818274
4864	housesbungalows	0.14564514	0.61095536	0.24339947
4865	stepped	0.1552168	0.60460395	0.24017933
4866	staggered	0.13855301	0.5845909	0.27685615
4867	topography	0.15229341	0.6126027	0.23510383
4868	terrace	0.15277389	0.61422247	0.23300363
4869	partially	0.14077957	0.64758587	0.21163455
4870	akin	0.12883838	0.58614165	0.28502
4871	logic	0.13200362	0.5953508	0.27264553
4872	dwellingsbungalows	0.13614842	0.62108254	0.24276908
4873	garage	0.14475015	0.5952294	0.2600204
4874	empowering	0.118772216	0.5672921	0.31393573
4875	occupants	0.1623511	0.60816723	0.22948165
4876	device	0.15052873	0.56883204	0.2806392
4877	specificationletter	0.14572974	0.6126395	0.24163078
4878	instruction	0.15789486	0.60380286	0.23830228
4879	contractor	0.16231714	0.603928	0.23375483
4880	comprising	0.10193362	0.63459355	0.2634728
4881	sensors	0.14607091	0.6361407	0.2177884
4882	incoming	0.13348222	0.57364273	0.2928751
4883	supplysupplies	0.14385507	0.6206284	0.2355165
4884	transmit	0.15482756	0.6103432	0.23482919
4885	visual	0.14530055	0.5927132	0.26198623
4886	displaying	0.15254971	0.6028466	0.24460365
4887	pence	0.15389146	0.61866015	0.22744837
4888	displayed	0.15804769	0.6090509	0.23290141
4889	monthly	0.16212018	0.6064447	0.23143515
4890	compare	0.09740037	0.65025693	0.25234276
4891	meaningful	0.10050499	0.6226387	0.27685636
4892	cumulative	0.15741698	0.6119058	0.2306772
4893	dayweekmonthbilling	0.15511659	0.6165871	0.2282964
4894	extract	0.15465893	0.60327315	0.24206787
4895	unheated	0.15245812	0.61224854	0.23529334
4896	outbuilding	0.1518457	0.6147508	0.23340346
4897	chartered	0.110790335	0.6722377	0.21697195
4898	engineers	0.12543865	0.68181396	0.19274734
4899	cibse	0.14447956	0.63479495	0.22072558
4900	normal	0.11421657	0.55798024	0.3278032
4901	condensationmould	0.15252104	0.6122523	0.23522663
4902	enclosed	0.15772547	0.6103005	0.23197402
4903	accessible	0.11857297	0.5764664	0.30496064
4904	appliance	0.15614425	0.60772634	0.2361295
4905	appliancesfittings	0.14770915	0.61299413	0.23929663
4906	washer	0.15332174	0.6142926	0.23238559
4907	dryers	0.15671371	0.61028415	0.23300214
4908	tumble	0.15339713	0.6151682	0.23143464
4909	refrigeration	0.15516214	0.608721	0.23611686
4910	laundry	0.14558247	0.61467606	0.23974152
4911	dishwashers	0.14443946	0.6168104	0.23875013
4912	ovens	0.14591481	0.6139298	0.24015541
4913	packaging	0.14138514	0.5961749	0.26244003
4914	unnecessarily	0.14150402	0.571799	0.28669697
4915	unoccupied	0.15217641	0.61877954	0.22904402
4916	infra	0.14884807	0.58716345	0.26398847
4917	pir	0.11265712	0.5584944	0.32884857
4918	dusk	0.1502182	0.6209497	0.22883213
4919	dawn	0.14458387	0.5941332	0.26128286
4920	switches	0.1573093	0.6117573	0.23093349
4921	lamp	0.1525741	0.61832684	0.22909896
4922	reflector	0.14507642	0.61990905	0.23501454
4923	shade	0.099463716	0.68587375	0.2146625
4924	diffuser	0.14404003	0.6167589	0.23920107
4925	accepting	0.12510501	0.5812381	0.29365692
4926	lamps	0.15356232	0.61649626	0.22994141
4927	luminous	0.14654435	0.6204955	0.23296005
4928	efficacy	0.12858686	0.6641475	0.20726565
4929	lumens	0.14613561	0.61987233	0.23399206
4930	circuit	0.14827617	0.617145	0.23457879
4931	watt	0.14712864	0.619146	0.23372538
4932	tubular	0.14132111	0.62222874	0.23645009
4933	fluorescent	0.14995529	0.61601466	0.23403001
4934	compact	0.12304977	0.57913274	0.29781747
4935	gls	0.14097947	0.6225795	0.23644099
4936	tungsten	0.14729276	0.6192654	0.23344184
4937	bayonet	0.14583668	0.6191715	0.23499186
4938	edison	0.14599451	0.61761594	0.23638953
4939	screw	0.14598474	0.61934346	0.23467177
4940	bases	0.11794105	0.5715433	0.31051564
4941	artificial	0.11025075	0.5670659	0.3226833
4942	illuminance	0.15584217	0.6114176	0.23274031
4943	dual	0.15363412	0.61418486	0.23218103
4944	plugs	0.13594171	0.5797023	0.28435603
4945	fixture	0.14096013	0.6196834	0.23935649
4946	cfls	0.13995205	0.6211773	0.23887073
4947	cfl	0.1411606	0.6213686	0.23747085
4948	wattage	0.15318044	0.6079487	0.23887081
4949	intruder	0.1459733	0.61519283	0.23883386
4950	illuminate	0.14997882	0.6221487	0.22787254
4951	outbuildings	0.157841	0.61001325	0.23214577
4952	garages	0.15610142	0.610865	0.23303357
4953	patios	0.14276083	0.61522233	0.2420168
4954	decks	0.1444218	0.6155386	0.2400396
4955	porches	0.14478585	0.6135436	0.24167043
4956	verandas	0.11251755	0.562926	0.3245565
4957	stairwells	0.15591393	0.6108937	0.23319232
4958	exit	0.09936761	0.639206	0.2614264
4959	named	0.14236148	0.601442	0.25619656
4960	serving	0.14385867	0.5504416	0.3056997
4961	door	0.15535732	0.60901105	0.23563163
4962	porch	0.15062676	0.60862625	0.24074702
4963	stepspathways	0.15034604	0.61116225	0.23849171
4964	patio	0.15098166	0.6105478	0.23847055
4965	garden	0.15998605	0.60847473	0.23153916
4966	carports	0.1509116	0.60927546	0.23981296
4967	entrances	0.1544943	0.61776483	0.22774087
4968	redeveloped	0.14802139	0.6142212	0.23775735
4969	consumes	0.15097205	0.6145239	0.23450409
4970	leds	0.15031049	0.61408156	0.23560797
4971	permanent	0.13120854	0.5454452	0.3233462
4972	reasons	0.14751598	0.58326805	0.269216
4973	applicable	0.15500788	0.61329615	0.23169588
4974	cat	0.15692225	0.6044678	0.23860992
4975	instantaneous	0.15198293	0.6095253	0.23849176
4976	ancillary	0.15312788	0.6146365	0.2322356
4977	chpqa	0.1506639	0.61162055	0.2377156
4978	mcs	0.14575401	0.58495355	0.26929247
4979	certifies	0.12048505	0.5860427	0.29347217
4980	kingdom	0.12625107	0.55610114	0.31764776
4981	truncated	0.14380257	0.6163673	0.23983015
4982	integer	0.14460924	0.6143505	0.24104032
4983	remote	0.13501087	0.5615095	0.3034796
4984	procured	0.1399184	0.6555916	0.20448999
4985	bicycles	0.14974144	0.608399	0.2418596
4986	secured	0.15951483	0.61263216	0.22785297
4987	handbook	0.13706079	0.6482523	0.21468687
4988	proprietary	0.13729678	0.64533037	0.21737288
4989	hanging	0.1383252	0.58098334	0.28069147
4990	shed	0.14827304	0.5685986	0.28312832
4991	dimensions	0.13626187	0.6258444	0.23789373
4992	foundation	0.114037335	0.5702998	0.3156629
4993	fixing	0.13178805	0.65684927	0.21136275
4994	terraced	0.15082826	0.62266064	0.22651115
4995	rule	0.14080517	0.57291836	0.2862765
4996	awarding	0.1530569	0.60034335	0.2465997
4997	mortice	0.14735316	0.6165849	0.23606189
4998	deadlock	0.141847	0.61760753	0.24054547
4999	sash	0.14275569	0.6179475	0.2392968
5000	conforms	0.15411922	0.60870016	0.23718058
5001	doorframe	0.14134195	0.6177414	0.24091673
5002	alternatively	0.152068	0.6032636	0.2446684
5003	silver	0.12251602	0.666599	0.21088503
5004	padlock	0.14206089	0.6163034	0.24163572
5005	hasp	0.14372143	0.61552113	0.24075745
5006	staple	0.14310372	0.61651367	0.24038267
5007	bolted	0.14189667	0.61769253	0.24041079
5008	compliant	0.14296244	0.5516814	0.30535617
5009	doorset	0.13987629	0.6168447	0.24327897
5010	room	0.15717831	0.61209303	0.23072861
5011	anchor	0.15665163	0.6118525	0.23149589
5012	certificated	0.13893758	0.616495	0.24456744
5013	wheel	0.14889376	0.6166569	0.23444936
5014	frame	0.15388142	0.5936807	0.25243795
5015	galvanised	0.14594248	0.6222608	0.23179671
5016	bar	0.14186189	0.5929541	0.26518396
5017	thickness	0.14972815	0.61763203	0.23263979
5018	depth	0.09963436	0.6458374	0.25452816
5019	welded	0.14607018	0.62244517	0.23148462
5020	folding	0.14658743	0.6168892	0.23652343
5021	warrant	0.13799737	0.62775093	0.23425172
5022	commute	0.15715809	0.61081684	0.23202504
5023	broadband	0.11289405	0.56109613	0.32600984
5024	openable	0.14785048	0.61835563	0.2337939
5025	window	0.1504608	0.6181295	0.23140973
5026	stack	0.14464214	0.6158916	0.23946624
5027	casement	0.1418608	0.62030977	0.23782945
5028	plane	0.1576484	0.6124939	0.2298577
5029	simultaneous	0.13735758	0.60247165	0.2601708
5030	outdoor	0.13455476	0.6655485	0.19989677
5031	horizontal	0.12280576	0.5559104	0.32128388
5032	unobstructed	0.13008837	0.5716933	0.29821837
5033	cie	0.14547405	0.6135206	0.24100529
5034	overcast	0.14639916	0.6167578	0.23684303
5035	equation	0.1399109	0.6187982	0.24129085
5036	default	0.12778066	0.5546855	0.3175339
5037	angle	0.15127549	0.6156872	0.2330374
5038	caution	0.122619495	0.56876856	0.30861193
5039	accuracy	0.13996	0.6221616	0.23787846
5040	length	0.11503325	0.5702677	0.31469902
5041	desk	0.14844853	0.61879855	0.23275293
5042	chair	0.12012461	0.68547237	0.19440302
5043	filing	0.1433955	0.6160093	0.2405952
5044	cabinet	0.10314544	0.6923416	0.20451282
5045	bookshelf	0.14085759	0.6199825	0.2391599
5046	appropriately	0.16338846	0.60713077	0.22948074
5047	altered	0.107329644	0.5866093	0.3060611
5048	arrangement	0.11748327	0.5609153	0.3216014
5049	alcove	0.14197722	0.61973584	0.23828693
5050	fulfilling	0.10281834	0.6328121	0.26436964
5051	bedrooms	0.15183073	0.6159759	0.23219338
5052	studio	0.12816764	0.5822655	0.2895668
5053	dining	0.15621835	0.6152077	0.22857401
5054	bedroom	0.15817355	0.60849357	0.23333298
5055	furnishing	0.15085427	0.61941713	0.22972862
5056	potable	0.16029122	0.604857	0.23485173
5057	borehole	0.16490121	0.6012847	0.23381414
5058	calculator	0.15812686	0.60402346	0.23784965
5059	greywater	0.15458094	0.6073784	0.23804063
5060	inlet	0.16241838	0.6063008	0.23128088
5061	valves	0.15795572	0.6061144	0.2359299
5062	cistern	0.15809335	0.60483634	0.23707035
5063	emptied	0.15059778	0.57701635	0.2723859
5064	discharged	0.16108504	0.6046877	0.23422725
5065	restrictors	0.14858876	0.608515	0.24289615
5066	precision	0.10723089	0.6765978	0.21617131
5067	holes	0.13392061	0.5617603	0.30431902
5068	filters	0.14519253	0.60783255	0.24697496
5069	restrict	0.15424293	0.6163087	0.22944844
5070	outlet	0.14491408	0.6082025	0.24688347
5071	console	0.14625455	0.6055102	0.24823534
5072	tap	0.1471172	0.62522316	0.2276596
5073	shower	0.15182383	0.60699743	0.24117875
5074	pipework	0.12953743	0.6443377	0.22612485
5075	bath	0.14446108	0.5735482	0.28199074
5076	wcs	0.14883678	0.60925645	0.24190685
5077	washing	0.14789288	0.6055986	0.24650848
5078	machines	0.13765073	0.5682994	0.29404986
5079	toilet	0.13572678	0.64075804	0.22351523
5080	flushing	0.14328814	0.62917835	0.22753355
5081	softeners	0.1491812	0.60255736	0.24826147
5082	agents	0.15549108	0.61134464	0.23316427
5083	resin	0.15848622	0.6033562	0.23815767
5084	regenerated	0.15079352	0.60790664	0.24129976
5085	regularly	0.09733932	0.6552523	0.24740839
5086	hardness	0.14748912	0.60667664	0.24583429
5087	varies	0.1021309	0.6759047	0.22196437
5088	softener	0.15025032	0.60427254	0.24547715
5089	flush	0.1449383	0.61250854	0.24255314
5090	cisterns	0.14007586	0.6167429	0.24318127
5091	liquids	0.13686688	0.6157962	0.24733694
5092	solids	0.13754168	0.61590564	0.24655268
5093	matched	0.13246988	0.5600072	0.30752292
5094	pans	0.1368282	0.61472493	0.24844688
5095	pass	0.15107472	0.5825911	0.26633406
5096	discharge	0.15630089	0.6106838	0.23301537
5097	suites	0.13667578	0.6174015	0.24592273
5098	drinking	0.11227273	0.561855	0.32587227
5099	groundwater	0.14116804	0.65236396	0.20646797
5100	surfaces	0.15113395	0.6250258	0.22384022
5101	wat	0.15255041	0.6074288	0.24002084
5102	irrigation	0.10676696	0.6919418	0.20129131
5103	possibly	0.14496462	0.5732576	0.2817778
5104	tubs	0.14415258	0.6113674	0.24447998
5105	swimming	0.14123078	0.6405768	0.21819247
5106	pools	0.14830978	0.60743797	0.2442522
5107	typical	0.15781704	0.60809684	0.23408613
5108	microbial	0.15133075	0.5987593	0.24990992
5109	contamination	0.14340079	0.53559184	0.3210073
5110	legionella	0.15169661	0.60038316	0.24792022
5111	hse	0.1127711	0.5622316	0.3249973
5112	acop	0.1496707	0.5990447	0.2512846
5113	extracted	0.14871323	0.6250498	0.22623698
5114	treated	0.15489368	0.598924	0.24618234
5115	interval	0.14916378	0.608001	0.24283521
5116	tub	0.14557627	0.60842276	0.24600093
5117	heater	0.14723803	0.6112412	0.2415207
5118	specifiedintended	0.14702879	0.6068897	0.24608146
5119	taps	0.10463129	0.6893388	0.20602988
5120	trigger	0.15710856	0.6085294	0.23436207
5121	tenancy	0.14623173	0.59116447	0.2626038
5122	enforced	0.11539543	0.65791	0.22669461
5123	fixtures	0.13061684	0.5838857	0.2854974
5124	retrofitted	0.14032695	0.6176612	0.24201186
5125	displacement	0.14453377	0.62790316	0.22756305
5126	externalinternal	0.14129907	0.61232275	0.24637817
5127	irrigationuse	0.1395524	0.61574644	0.24470119
5128	stating	0.14292528	0.6441738	0.2129009
5129	buried	0.14659898	0.6230075	0.23039359
5130	container	0.154441	0.6147182	0.23084079
5131	durable	0.14695129	0.6210543	0.23199442
5132	opaque	0.15074278	0.61734235	0.23191482
5133	sunlight	0.15236771	0.5812721	0.26636016
5134	overflow	0.14297596	0.6123911	0.24463291
5135	pipe	0.13605472	0.64750266	0.21644266
5136	butt	0.14343388	0.61149246	0.2450736
5137	litrem	0.14670612	0.60952777	0.24376605
5138	suitably	0.16000585	0.6112571	0.22873706
5139	qualified	0.15621062	0.5835632	0.2602262
5140	ecologist	0.16338946	0.60250366	0.23410691
5141	halved	0.13373993	0.5802048	0.28605524
5142	qualify	0.14426397	0.62957126	0.22616479
5143	bathing	0.1426452	0.6287426	0.2286122
5144	gardens	0.12891765	0.63334703	0.23773536
5145	automatically	0.13692771	0.58994085	0.2731314
5146	mat	0.15895277	0.60407996	0.23696736
5147	superstructure	0.14775796	0.6112827	0.24095933
5148	percentages	0.15526488	0.6096998	0.23503534
5149	differing	0.13827427	0.58907765	0.27264813
5150	envelopes	0.14920457	0.60520595	0.24558945
5151	instant	0.115980916	0.5816951	0.30232394
5152	multitude	0.116661154	0.61416215	0.26917672
5153	website	0.09759576	0.6722593	0.23014493
5154	electronic	0.09773695	0.6460213	0.2562417
5155	specifiers	0.15241988	0.60141176	0.24616836
5156	designers	0.106434986	0.5898999	0.3036651
5157	elemental	0.15268509	0.60138327	0.24593164
5158	profile	0.1087574	0.6745571	0.21668553
5159	function	0.110844694	0.63003635	0.2591189
5160	unusual	0.15345651	0.60256904	0.24397442
5161	loading	0.12895368	0.5710104	0.3000359
5162	expanse	0.13943245	0.6165771	0.24399044
5163	conservatories	0.1448384	0.6145605	0.24060118
5164	rooflights	0.13822292	0.61754495	0.24423207
5165	indicate	0.11705902	0.6462087	0.23673229
5166	enter	0.11204835	0.5734955	0.3144561
5167	column	0.1427434	0.6353236	0.22193304
5168	parking	0.15925632	0.6061708	0.234573
5169	restaurant	0.1323421	0.58527887	0.2823789
5170	opposed	0.11745922	0.6725206	0.2100202
5171	roofs	0.108169094	0.68321174	0.20861913
5172	ems	0.15558268	0.60938686	0.2350305
5173	tier	0.1325967	0.595859	0.27154428
5174	claimed	0.1142348	0.6278154	0.25794977
5175	structured	0.10116992	0.67866087	0.22016925
5176	paperwork	0.1449731	0.59625405	0.25877282
5177	dragon	0.15433764	0.59358877	0.25207368
5178	safon	0.14985959	0.60296434	0.2471761
5179	amgylcheddol	0.1499224	0.60525376	0.24482383
5180	ddraig	0.14725742	0.6059253	0.24681723
5181	werdd	0.14927953	0.60561645	0.24510397
5182	companys	0.11638612	0.63039744	0.25321642
5183	cites	0.15324944	0.56602204	0.28072852
5184	appendices	0.15057415	0.6079575	0.24146837
5185	endangered	0.12408016	0.66542584	0.21049395
5186	threatened	0.108862184	0.69222087	0.19891693
5187	iii	0.15832525	0.5809757	0.260699
5188	fixings	0.12473211	0.56470567	0.3105623
5189	adhesives	0.14570315	0.6140905	0.24020636
5190	additives	0.14609315	0.6121444	0.24176246
5191	exclusions	0.1460856	0.61277115	0.24114329
5192	bes	0.1558154	0.612376	0.23180866
5193	excellent	0.11450795	0.581495	0.30399707
5194	envisaged	0.14801425	0.59928995	0.25269577
5195	wholly	0.10404196	0.67884725	0.21711077
5196	credentials	0.11129074	0.6791337	0.20957556
5197	teams	0.11239174	0.57022196	0.31738627
5198	specify	0.11102598	0.6796423	0.20933166
5199	chronological	0.13697262	0.6126084	0.25041905
5200	history	0.10895352	0.5903185	0.30072793
5201	evidencepath	0.13695231	0.614875	0.24817273
5202	tracked	0.0973762	0.6597084	0.24291542
5203	finished	0.15384994	0.61339754	0.23275249
5204	sawmill	0.13590686	0.6141116	0.24998151
5205	confusion	0.107156165	0.6177645	0.27507934
5206	audited	0.1372289	0.61271524	0.25005585
5207	composite	0.15724668	0.6100402	0.23271306
5208	engineered	0.113655604	0.66863346	0.21771088
5209	constituent	0.10530175	0.5913667	0.30333158
5210	distinct	0.10999514	0.6026453	0.28735965
5211	macroscopic	0.13753192	0.6175198	0.24494833
5212	composites	0.12093135	0.5656774	0.31339127
5213	grp	0.15089846	0.61109	0.23801157
5214	polymeric	0.15590052	0.6109853	0.23311418
5215	render	0.14927098	0.6115241	0.23920493
5216	chipboardparticle	0.15423335	0.60973644	0.23603009
5217	mdf	0.14995448	0.60913026	0.24091525
5218	osb	0.13583988	0.61795896	0.24620117
5219	plywood	0.15622476	0.607128	0.2366472
5220	hardboard	0.13833295	0.6163055	0.24536167
5221	laminated	0.14980347	0.6128524	0.23734412
5222	veneered	0.15082006	0.6093678	0.23981214
5223	lumber	0.1513486	0.60938734	0.23926404
5224	glulam	0.14964071	0.610312	0.24004728
5225	bonded	0.15217698	0.6072635	0.24055956
5226	particle	0.1532797	0.6028734	0.24384694
5227	floors	0.13925472	0.55615145	0.30459386
5228	metal	0.15616092	0.6146042	0.22923483
5229	studwork	0.14378324	0.61445713	0.24175964
5230	plasterboard	0.1437872	0.6167924	0.23942044
5231	partition	0.14639875	0.6127355	0.24086569
5232	joists	0.145235	0.61160624	0.24315873
5233	cpet	0.14008272	0.612548	0.24736929
5234	originate	0.14292465	0.59925973	0.2578156
5235	request	0.110146776	0.6464034	0.24344982
5236	tiers	0.13253653	0.5496876	0.31777585
5237	reutilisation	0.14438312	0.61223835	0.24337856
5238	rework	0.14554584	0.61152196	0.24293222
5239	regrind	0.1440254	0.61343294	0.24254166
5240	scrap	0.14331235	0.60504425	0.2516434
5241	reclaimed	0.14544342	0.6128383	0.2417183
5242	diverted	0.15638967	0.60020465	0.24340573
5243	streams	0.14051844	0.54349923	0.31598234
5244	calculating	0.14297621	0.62783253	0.2291913
5245	thumb	0.14426796	0.6159306	0.23980136
5246	minor	0.12616171	0.66934925	0.20448904
5247	alter	0.10485746	0.69017196	0.20497061
5248	assumed	0.14950804	0.6011807	0.24931131
5249	graded	0.14371532	0.6167835	0.2395013
5250	rigour	0.12888248	0.58031505	0.29080248
5251	volumes	0.14259827	0.6248628	0.23253892
5252	screws	0.14408475	0.61293924	0.24297601
5253	assign	0.13828093	0.56827664	0.29344237
5254	exclusion	0.14405107	0.59305537	0.26289353
5255	virgin	0.15694684	0.6093501	0.23370302
5256	matches	0.1419184	0.5775112	0.28057042
5257	fewer	0.109889	0.58620846	0.30390257
5258	flag	0.14600855	0.61350155	0.24048984
5259	error	0.13549493	0.57286507	0.29164004
5260	message	0.09935563	0.6306907	0.2699537
5261	fsc	0.14327939	0.619868	0.2368526
5262	csa	0.14446941	0.61829305	0.23723762
5263	sfi	0.14226332	0.6213459	0.23639083
